Original,Paraphrased
"[""The Labour Force Survey and the Gross Domestic Product figures showed weakness in the Scottish economy, while covering an earlier part of 2016 than the Chambers' survey."", 'Neil Amner, chairman of the Scottish Chambers of Commerce economic advisory group, said: ""Our latest economic data shows that many Scottish businesses will have a successful 2017, with business optimism remaining positive for many sectors.']","[""According to the Labour Force Survey and Gross Domestic Product figures, the Scottish economy showed signs of weakness during an earlier part of 2016, compared to the Chambers' survey."", 'According to Neil Amner, chairman of the Scottish Chambers of Commerce economic advisory group, the latest economic data indicates that many Scottish businesses will experience a prosperous 2017, with a positive outlook for various sectors.']"
"['Undercover: The allegations made to date\nOpening proceedings at the Royal Courts of Justice, Lord Justice Pitchford said: ""It seems likely that the inquiry will expose both creditable and discreditable conduct, practice and management.', ""Lord Justice Pitchford's inquiry at the Royal Courts of Justice will look into police infiltration of political and social justice groups in England and Wales since 1968.""]","['The ongoing inquiry at the Royal Courts of Justice is likely to uncover both commendable and questionable actions, practices, and management.', ""Lord Justice Pitchford's inquiry at the Royal Courts of Justice will investigate the infiltration of political and social justice groups in England and Wales by the police since 1968.""]"
"['It was seldom pretty but once again in this World Cup there was a gripping finale, the All Blacks holding that two-point lead for the last 12 minutes as their opponents finally tired.', 'South Africa were having significant success at the breakdown, New Zealand shipping six penalties in short order, and the world champions looked instead for territory, kicking behind the defence and into the corners.']","['The All Blacks narrowly maintained their two-point lead over their exhausted opponents in a thrilling World Cup finale, with the outcome in doubt until the very end.', 'South Africa was achieving notable success in the breakdown, with New Zealand committing six penalties in quick succession. In response, the world champions focused on gaining territory by kicking behind the defense and into the corners.']"
"[""Built on one of the highest points of the Blackdown Hills, the landmark was put up as a tribute to the Duke of Wellington's military achievements at the Battle of Waterloo."", 'Mr Evans, the trust\'s building surveyor, said the radar study was one of several being carried out to ""understand this unique and somewhat complex monument"".']","[""Erected on one of the highest peaks of the Blackdown Hills, this iconic landmark was built as a testament to the Duke of Wellington's impressive military accomplishments at the Battle of Waterloo."", ""According to Mr. Evans, the trust's building surveyor, the radar study is one of several investigations being conducted to gain a deeper understanding of this distinctive and somewhat intricate historical site.""]"
"[""How Zara's founder became the richest man in the world - for two days\nChairman and chief executive Pablo Isla emphasised the firm's investment in technology, saying the firm had expanded its online stores to 11 new countries in the period."", ""All of the group's brands increased their international presence during the period, with 83 new stores opened in 38 countries.""]","[""Zara's founder, Pablo Isla, highlighted the company's technology investments as the key factor in his becoming the richest man in the world, noting that the firm had expanded its online presence to 11 new countries during the period in question."", 'The group expanded its international footprint during the period, opening 83 new stores in 38 countries, thereby boosting the presence of all its brands abroad.']"
"[""You can't out-diva Diana, something she was determined to prove when she strode onto the pitch in Tempe, Arizona, for Super Bowl XXX."", ""For the first few decades, the Super Bowl half-time performance featured marching bands, drill teams and Disney's mouseketeers.""]","[""Diana's unparalleled diva status was not about to be challenged, and she made this clear when she confidently strut her stuff onto the pitch in Tempe, Arizona, for Super Bowl XXX."", 'During the early years of the Super Bowl, the half-time show primarily featured marching bands, dance teams, and the Mouseketeers from Disney.']"
"['Laura, who was abused by the gang from the age of 13 until she was 17, said the targeting of girls by Asian men was still going on in Greater Manchester.', 'He also said some victims of historical child sex exploitation were being told that police were focusing on current cases, too.']","['Laura, who suffered abuse at the hands of a gang from the ages of 13 to 17, claimed that the practice of targeting girls by Asian men continues to be a problem in Greater Manchester.', 'He also noted that some survivors of past child sexual exploitation were being informed that law enforcement was prioritizing current cases, rather than investigating their own experiences.']"
"['Torrents of water brought down a suspended ceiling and damaged stock in the Victoria Centre store at about 22:40 BST on Tuesday.', 'Water poured through from a rooftop room, leaving the top floor under three inches of water and stock ""significantly"" damaged.']","['A deluge of water cascaded down from the suspended ceiling and inflicted damage on inventory in the Victoria Centre store at approximately 22', 'Water gushed down from a rooftop room, flooding the top floor with approximately three inches of water and causing substantial damage to the stock.']"
"['Net neutrality proponents argue that all internet traffic should be equal.', '""Net neutrality is such a hot-button issue and it\'s one of the few examples of online activism that\'s actually amounted to something,"" noted Prof Phil Howard at the Oxford Internet Institute.']","['Proponents of net neutrality believe that all online content and applications should be treated equally, regardless of their source or destination.', '""Net neutrality has been a highly contentious topic, and it\'s one of the rare instances where online activism has led to tangible results, according to Prof Phil Howard of the Oxford Internet Institute.""']"
"['""It will put no strain whatsoever on the relationship, we\'re here to support him,"" Cotton continued.', 'Diamond also confirmed they are close to signing a new full-back and are still looking for another player to add to their backline, with former Bath and London Welsh winger Nick Scott on trial with the club.']","['""Our support for him will not put any undue pressure on their relationship.""', 'Diamond is nearing the signing of a new full-back and is still searching for another player to strengthen their backline. The club is currently trialing former Bath and London Welsh winger Nick Scott.']"
"[""That makes it the second-highest Thanksgiving debut of all time, behind Disney's Frozen, which took $93.6m (£75.3m) on its release in 2013."", 'It took $18m (£14.4m) over the long weekend, having cost $85m (£68.5m) to make, landing in fourth spot behind Doctor Strange.']","[""The film's opening weekend performance marked the second-best Thanksgiving debut in history, falling just short of Disney's Frozen, which grossed $93.6 million in 2013."", 'The film brought in $18 million over the long weekend, after being produced at a cost of $85 million, placing it in fourth position behind Doctor Strange.']"
"['The third seed, who received a bye in the first round, beat the American wildcard 6-3 6-1 in just over an hour.', 'Konta, the world number 18, hit 11 aces on her way to a comfortable victory.']","['The third seed, who was given a free pass in the opening round, defeated the American wildcard in straight sets 6-3 6-1, taking just over an hour to do so.', 'Konta, ranked 18th in the world, served 11 aces en route to an effortless win.']"
"['The two men have been taken to hospital for treatment for their injuries.', 'Police have appealed for anyone with information about the attack to contact them.']","['The two men have been transported to the hospital for medical attention to treat their injuries.', 'The authorities are urging anyone with knowledge about the assault to reach out to them.']"
"['It sits deep within the Guinean forest region, surrounded by towering reeds and oil palm cultivations - these are believed to have attracted the fruit bats carrying the virus passed on to Emile.', ""While bushmeat is thought to be a possible source of Ebola, the scientists believe it didn't trigger the outbreak.""]","['The virus-carrying fruit bats are thought to have been attracted to the area by the towering reeds and oil palm cultivations, which are located deep within the Guinean forest region.', 'Despite being considered a potential source of Ebola, the scientists do not believe that bushmeat was the cause of the outbreak.']"
"[""Bingham, who won the World Championship in 2015, reached the semi-finals of the 2016 event before being knocked out by eventual winner Ronnie O'Sullivan."", 'He continued: ""She\'s had two previous babies and she\'s been in labour for 10 hours, so obviously if that\'s the case then I\'ve got a bit of time to \'pot some balls and hurry up\' sort of thing.']","[""In 2016, Bingham advanced to the semi-finals before being eliminated by the eventual champion, Ronnie O'Sullivan, after winning the World Championship in 2015."", 'He added that she had previously given birth twice and had been in labor for 10 hours, so he had some time to spare before helping her deliver the baby.']"
"['Parts of the Grade ll pier, which was already closed to the public when it gave way on 1 February, will be saved, catalogued and stored.', 'Iwan Davies, chief executive of the council, told the meeting: ""The dangerous nature of the structure means dismantling it is dangerous.""']","['Some components of the Grade II pier, which was already inaccessible to the public when it collapsed on February 1st, will be preserved, cataloged, and stored for future reference.', 'According to Iwan Davies, the chief executive of the council, the risky composition of the structure makes disassembling it a perilous endeavor.']"
"['The Campaign to Protect Rural England (CPRE) will put its case to a High Court judge on 23 October.', ""The council has said the challenge was late as the housing had already been built, and it believed the group's claims were unfounded.""]","['CPRE will present its argument to a High Court judge on October 23rd.', ""According to the council, the challenge was filed after the housing had already been constructed, and they deem the group's allegations to be without merit.""]"
"['She said: ""At the moment we are hoping to have a special needs support worker for my son and if they cut funding he won\'t have that.', 'He said: ""All schools in England will have less money in real terms per pupil in 2020 than they do now.']","['She expressed the hope that her son would be able to receive support from a special needs worker, and that losing funding for this service would have a negative impact on his well-being.', 'He stated that all schools in England will experience a decrease in real-terms funding per student in 2020 compared to current levels.']"
"['The study indicated designating forest reserves in Liberia and the Democratic Republic of Congo could displace as many as 1.3 million people.', '""It could result in the displacement of millions of people.""']","['According to the study, establishing forest reserves in Liberia and the Democratic Republic of Congo could lead to the displacement of approximately 1.3 million people.', '""This could lead to the forced relocation of millions of individuals.""']"
"['On Thursday, a human skull was found alongside the M54 slip road by workers doing a survey of the junction four roundabout, near Telford.', 'The eastbound entry slip road remains partially closed.']","['On Thursday, a human skull was discovered near the M54 slip road, specifically at the junction four roundabout, while workers were conducting a survey in the area, located near Telford.', 'The eastbound entrance ramp is partially blocked.']"
"['Media playback is not supported on this device\nDusmatov, 23, was awarded a unanimous points victory - two judges scoring the fight 30-27, and one 29-28.', 'Martinez, 24, is the first Olympic boxing finalist from Colombia.']","['""This device does not support media playback.""', 'Martinez, at the age of 24, has become the first Colombian boxer to reach the Olympic finals.']"
"['Unions representing university support staff are balloting on the offer, with strike action possible in the autumn.', '""If the employers wish to see a swift end to this dispute, and avoid further disruption, they need to come back to the table with a much-improved offer.""']","['Employee unions at universities are currently voting on a proposed offer, and if the vote does not go in favor of the offer, a strike may take place in the fall.', '""To bring this dispute to a swift resolution and prevent further disruptions, employers should return to the negotiating table with a significantly improved offer.""']"
"['The government has ""called in"" proposals to shut St Joseph\'s Primary in Milngavie near Glasgow.', 'When the Scottish government calls in any proposal to close a school, it examines the process followed by the council and the information used to reach the decision.']","[""The government has invited proposals to close St Joseph's Primary School in Milngavie, near Glasgow."", 'The Scottish government scrutinizes the process and information used by councils when considering school closures, ensuring that all due diligence is conducted before making a decision.']"
"['Perhaps unsurprisingly, Miura holds the record as the oldest scorer in Japanese football - a winner in a second division match four months after his 48th birthday.', 'Last week ex-England striker Teddy Sheringham registered himself as a player for Stevenage - where he is manager - at the age of 49 but opted out of playing in a local cup competition.']","['Miura, at the impressive age of 48, holds the record as the oldest scorer in Japanese football, having scored a winning goal in a second division match just four months after his milestone birthday.', 'Teddy Sheringham, a former England striker and current manager of Stevenage, registered himself as a player for the club at the age of 49, but decided not to participate in a local cup competition.']"
"['Separately seven people are reported to have been killed in shelling across the Line of Control that divides Indian and Pakistani-administered Kashmir.', 'There have also been reports of army personnel being injured in a militant attack overnight on Friday.']","['At least seven individuals are believed to have lost their lives in separate incidents of shelling across the disputed border between Indian- and Pakistani-administered Kashmir.', 'Army personnel were injured in a militant attack that took place overnight on Friday, according to reports.']"
"['There are two potential issues they might want to respond to in the short term: the stability of the (commercial) banks and swings in exchange rates.', 'They would need to have an economic policy programme agreed with the rest of the eurozone.']","['The short-term concerns that might need to be addressed are the reliability of commercial banks and the volatility of currency exchange rates.', 'They would have to reach an agreement on an economic policy program with the other member states of the eurozone.']"
"['""I\'ve enjoyed my time at Sale, I didn\'t really want to go anywhere else,"" said the back-row forward.', 'He will now take up his teaching position at Wrekin College in Shropshire after the final game of the season at Newcastle on Saturday.']","['""I had a great experience at Sale, and I wasn\'t particularly interested in joining any other team,"" stated the back-row forward.', 'After the final game of the season at Newcastle on Saturday, he will begin his teaching position at Wrekin College in Shropshire.']"
"[""It has emerged that at least seven patients' families were told treatment may have contributed to their deaths."", 'It acknowledged the quality of care provided could have been a contributory factor to the deaths of some patients.']","[""It has come to light that at least seven families of patients were informed that the treatment they received may have played a role in their loved ones' deaths."", 'The quality of care provided may have played a role in the deaths of some patients.']"
"[""Declan Paul Butcher from Roe Park Court committed the 'single punch' assaults on Market Street in Limavady on 2 October 2014."", 'The second man was punched and knocked out when he came across the first victim lying unconscious on Market Street.']","['Declan Butcher, a resident of Roe Park Court, allegedly attacked two individuals with a single punch on Market Street in Limavady on October 2, 2014.', 'The second man was rendered unconscious after being struck by a punch while approaching the first victim, who was lying motionless on Market Street.']"
"['""Hope made a poor decision that has resulted in a negative impact on US Soccer and her team-mates,"" head coach Jill Ellis said.', 'The latest incident surrounding Solo concerns a training camp being held by the team in Carson, California.']","['According to head coach Jill Ellis, Hope made a suboptimal choice that has had a detrimental effect on US Soccer and her teammates.', 'Recently, Solo has been embroiled in a controversy surrounding a training camp held by the team in Carson, California.']"
"['They are due to be sentenced on 15 April.', 'Digby Johnson, a partner at the Johnson firm, confirmed they did not represent Khan - who had set up his own office and was set to leave the company.']","['They are scheduled to receive their sentences on April 15th.', 'According to Digby Johnson, a partner at the Johnson firm, the company did not act as legal representatives for Khan, who had established his own office and was planning to depart the firm.']"
