Original,Paraphrased
"['(CNN)The terrorist group Al-Shabaab has claimed an attack on Garissa University College in eastern Kenya, in which many people have been killed and still more taken hostage.', ""The attack is another step in the ongoing escalation of the terrorist group's activities, and a clear indicator that the security situation in East Africa is deteriorating fast."", ""As their alliance obtained control of Somalia's capital Mogadishu in 2006, Ethiopia, the only majority Christian country in the region, took military action against the group."", 'Initially, the group primarily attacked Ethiopian forces, but soon began to ""expand"" its activities against the Somali government as well.', 'Clearly, the presence and activities of terrorist groups in the region is a major concern, and it is undoubtedly driven by radical and exclusivist interpretations of Islam.', 'It is important to counter Al-Shabaab directly, including by military means.']","['(CNN)Al-Shabaab has asserted responsibility for an assault on Garissa University College in eastern Kenya, resulting in numerous fatalities and numerous others being held captive.', ""The latest assault is another indication of the terrorist organization's increasing aggression and a sign that the security situation in East Africa is rapidly worsening."", 'In 2006, when the alliance led by Ethiopia gained control of Mogadishu, the capital of Somalia, Ethiopia, the only predominantly Christian country in the region, launched a military offensive against the group.', 'At first, the group mainly targeted Ethiopian forces, but soon began to widen its scope by attacking the Somali government as well.', 'The existence and actions of terrorist organizations in the area are a significant worry, and they are clearly fueled by extreme and exclusive interpretations of Islam.', 'It is crucial to confront Al-Shabaab head-on, using a range of strategies such as military action.']"
"[""(CNN)Easter is a cornerstone event in the Christian faith, but it's surrounded by interesting quirks."", ""Since the timing of moon phases doesn't jibe with Earth's orbit -- which is how we determine the length of a year now -- Passover's exact date moves around -- and so does Easter's."", 'They had to figure out something to do with them when the holiday hit.', 'Parents may have invented the bunny as a playful explanation for children on where the Easter eggs came from.']","[""Easter is a pivotal event in Christianity, but it's shrouded in intriguing peculiarities."", ""The timing of moon phases does not align with Earth's orbital period, which is currently used to determine the length of a year, causing Passover and Easter to fall on different dates each year."", 'They needed to come up with a plan for how to spend their time during the holiday.', 'The origins of Easter eggs may have been attributed to the bunny as a whimsical tale for children.']"
"['On its website, the NCAA prominently states, ""It\'s our commitment -- and our responsibility -- to give young people opportunities to learn, play and succeed.""', ""The lawsuit claimed the students didn't get an education because they were caught up in the largest known academic fraud scandal in NCAA history."", 'In its response, the NCAA says it has no legal responsibility ""to ensure the academic integrity of the courses offered to student-athletes at its member institutions.""', 'In fact, in response to a lawsuit filed by the family of a player who died in 2011, the NCAA wrote: ""The NCAA denies that it has a legal duty to protect student-athletes.""']","['The NCAA pledges on its website to provide young people with chances to develop their skills, compete, and achieve success.', 'The lawsuit alleged that the students did not receive a proper education due to their involvement in the largest known case of academic fraud in NCAA history.', 'According to the NCAA, it is not legally responsible for ensuring the academic integrity of the courses offered to student-athletes at its member institutions.', 'The NCAA asserts that it is not legally responsible for protecting the well-being of student-athletes.']"
"['(CNN)A Connecticut teen who has been forced to have chemotherapy to treat Hodgkin lymphoma will remain in temporary custody of the state for the time being, according to her attorney, Josh Michtom.', 'The 17-year-old is in remission after nearly six months of forced chemo treatments.', 'We\'re conferring with our clients now about next steps, including whether to take another appeal.""', 'Cassandra is feeling well and is in good shape as far as her health is concerned, according to Michtom.', 'Her treatment is scheduled to wrap up this month.', '""The hospital is effectively jail,"" Michtom said.']","['According to her attorney, Josh Michtom, a teenager from Connecticut who is undergoing chemotherapy for Hodgkin lymphoma will continue to be in the temporary custody of the state for the time being.', 'After undergoing nearly six months of chemotherapy against their will, the 17-year-old is now in remission.', 'We are currently discussing future actions with our clients, including the possibility of filing another appeal.', 'Cassandra is reportedly in excellent health, as Michtom has indicated that she is feeling well and has no health concerns.', 'Her medical treatment is expected to conclude by the end of this month.', '""The hospital can be seen as a de facto prison,"" Michtom stated.']"
"['(CNN)Mark Ronson\'s ""Uptown Funk!,"" featuring Bruno Mars, is the longest-leading Billboard Hot 100 of the 2010s, ruling the chart for a 13th week.', '12, ""Blurred Lines,"" Robin Thicke feat.', 'With ""Funk"" now just three weeks from potentially tying ""One Sweet Day"" for the record, and four weeks from possibly claiming it all to itself, can it rewrite Hot 100 history?', 'The track tops the Rhythmic Songs airplay chart for a second week.']","['Mark Ronson\'s ""Uptown Funk!,"" featuring Bruno Mars, held the top spot on the Billboard Hot 100 chart for an impressive 13 weeks in the 2010s, making it the longest-leading hit of the decade.', '""Blurred Lines,"" a song by Robin Thicke featuring another artist.', 'As ""Funk"" looms just three weeks away from matching ""One Sweet Day"" for the record and four weeks from potentially securing the top spot alone, the question on everyone\'s mind is whether it can rewrite the history of the Hot 100 chart.', 'The song has held the number one spot on the Rhythmic Songs airplay chart for the second week in a row.']"
"['The chilly continent recorded the temperature (15.5 degrees Celsius) on March 24, possibly the highest ever recorded on Antarctica, according to the Weather Underground.', ""The temperature was recorded at Argentina's Esperanza Base on the northern tip of the Antarctica Peninsula, according to CNN affiliate WTNH."", ""The World Meteorological Organization, a specialized United Nations agency, is in the process of setting up an international ad-hoc committee of about 10 blue-ribbon climatologists and meteorologists to begin collecting relevant evidence, said Randy Cerveny, the agency's lead rapporteur of weather and climate extremes and Arizona State University professor of geographical sciences."", 'The committee will discuss the issues and make a recommendation to Cerveny, who will make an official finding, probably by late summer or early fall.']","['On March 24, Antarctica recorded an unusually warm temperature of 15.5 degrees Celsius, which may be the highest ever recorded on the frozen continent, according to Weather Underground.', ""According to CNN affiliate WTNH, the temperature was measured at Argentina's Esperanza Base on the northern tip of the Antarctica Peninsula."", 'The World Meteorological Organization, a UN agency, is forming an international committee of renowned climatologists and meteorologists to gather evidence and begin investigating relevant issues.', 'The committee will deliberate on the issues and provide a suggested course of action to Cerveny, who will likely make a final decision by late summer or early fall.']"
"['Here are some of the more interesting cases arising from the federal and state laws, touching upon an array of religious matters from a knife carried by an IRS accountant to a tea from the Amazon: .', 'But not in the eyes of the feds.', ""The feds said no, because he wasn't from a recognized tribe."", 'Recently baptized in the Sikh faith, Kawal Tagore went to her job with the IRS in Houston in 2005 carrying a new religious item: a 9-inch kirpan, a small ceremonial sword that resembles a knife but has an edge that is blunted or curved.', 'So the pastors sued the city of Chicago in 2000, alleging that its zoning laws violated the Illinois religious freedom statute, the federal Religious Land Use and Institutionalized Persons Act and the U.S. Constitution.', 'At the same time, the city of Chicago revised its zoning ordinance to avoid ""the threat of heightened scrutiny under RLUIPA,"" according to a League of California Cities report in 2002.']","['A diverse range of legal cases has emerged from both federal and state laws, encompassing a variety of religious issues, including the carrying of a knife by an IRS accountant and a tea from the Amazon.', 'However, the federal government does not share this view.', 'The federal authorities rejected his application due to his non-affiliation with a recognized tribal group.', 'After being baptized into the Sikh faith in 2005, Kawal Tagore brought a new religious item to her job at the IRS in Houston', 'In 2000, the pastors filed a lawsuit against the city of Chicago, claiming that its zoning laws infringed upon their religious freedom, as protected by the Illinois Religious Freedom Statute, the federal Religious Land Use and Institutionalized Persons Act, and the U.S. Constitution.', 'In 2002, the city of Chicago amended its zoning regulations to mitigate the risk of increased scrutiny under the Religious Land Use and Institutionalized Persons Act (RLUIPA), as reported by the League of California Cities.']"
"['Atlanta (CNN)Robert Lewis Burns Jr., the original drummer in Southern rock band Lynyrd Skynyrd, died Friday night in a car crash, a Georgia State Patrol spokesman said.', 'Burns, 64, died after his car hit a mailbox and a tree in Cartersville, spokesman James Tallent said.', 'No other cars were involved in the crash, which occurred shortly before midnight.', ""Burns was part of the genre-defining band's original lineup, which formed in Jacksonville, Florida, in 1965.""]","['Robert Lewis Burns Jr., the founding drummer of the Southern rock band Lynyrd Skynyrd, passed away on Friday evening following a car accident, according to a spokesperson for the Georgia State Patrol.', 'Burns, who was 64 years old, passed away after his vehicle collided with a mailbox and a tree in Cartersville, according to spokesman James Tallent.', 'No other vehicles were involved in the accident, which took place just before midnight.', 'Burns was an original member of the groundbreaking band, which was founded in Jacksonville, Florida in 1965.']"
"['Seoul, South Korea (CNN)The man accused of stabbing U.S.', 'Ambassador Mark Lippert in Seoul last month is now charged with attempted murder, a South Korean court official said Wednesday.', 'Kim Ki-Jong has also been charged with assaulting a foreign envoy and business obstruction, the Seoul Central District Court official said.', 'Shortly before Lippert was supposed to give a speech, the attacker slashed him in the face and jaw.', 'Police said Kim stabbed Lippert with a 10-inch knife because he opposed the joint South Korean-U.S. military drills, which happen every year and frequently draw the ire of North Korea.', 'South Korean President Park Geun-hye condemned the attack.']","['Seoul, South Korea (CNN)The individual suspected of attacking a US national with a knife.', 'According to a South Korean court official, Ambassador Mark Lippert, who was in Seoul last month, has been charged with attempted murder.', 'Kim Ki-Jong has been accused of physically assaulting a foreign diplomat and obstructing business activities, according to an official from the Seoul Central District Court.', 'Just before Lippert was set to deliver a speech, the assailant viciously cut him across the face and jaw.', 'According to the police, Kim attacked Lippert with a 10-inch knife because he was opposed to the annual joint military exercises between South Korea and the United States, which have been a source of tension for North Korea.', 'South Korean President Park Geun-hye strongly criticized the assault.']"
"['A former banker, 29-year-old Briton Rurik Jutting, was charged with two counts of murder.', 'On Thursday, a court hearing that was to determine whether there was enough evidence to proceed to trial was adjourned until May.', 'There they found a woman lying on the blood-splattered floor, later identified as 29-year-old Seneng Mujiasih.']","['A 29-year-old man named Rurik Jutting, who previously worked as a banker, has been charged with two counts of murder.', 'On Thursday, the court hearing that was meant to assess whether there was sufficient evidence to proceed to trial was postponed until May.', 'There, they discovered a woman lying on the floor covered in blood, who was later identified as 29-year-old Seneng Mujiasih.']"
"[""So begins the dreamy theme song intro to the strangely addictive Cartoon Network TV show that's centered around psychedelic characters like the Ice King, Marceline the Vampire Queen and, of course, Jake and Finn."", ""Thai Smile, a subsidiary of Thailand flag carrier Thai Airways, on Thursday unveiled colorful new livery featuring Jake, Finn and the beloved Princess Bubblegum sprawled across an Airbus A320 at Bangkok's Suvarnabhumi International Airport."", 'The interior of the plane also has an Adventure Time theme, with overhead bins, head rests and even air sickness bags covered in the faces of characters from the show.', 'The Adventure Time plane is the result of a partnership between Thai Airways subsidiary Thai Smile and Cartoon Network Amazone, a new water park near the Thai resort city of Pattaya featuring attractions based on shows that appear on the Turner Broadcasting System channel.']","['The enchanting theme song intro sets the dreamy tone for the captivating Cartoon Network show that revolves around a cast of colorful, otherworldly characters, including the Ice King, Marceline the Vampire Queen, and the adventurous duo of Jake and Finn.', ""Thai Smile, a subsidiary of Thai Airways, showcased a vibrant new paint job on an Airbus A320 at Bangkok's Suvarnabhumi International Airport, featuring beloved characters from the popular animated series Adventure Time."", 'The inside of the plane boasts an Adventure Time theme, featuring character-covered overhead bins, headrests, and air sickness bags, adding a fun and playful touch to the flight experience.', 'Thai Smile, a subsidiary of Thai Airways, and Cartoon Network Amazone, a new water park near Pattaya, have collaborated to create an Adventure Time-themed plane, inspired by popular shows aired on the Turner Broadcasting System channel.']"
"['Manning, who is serving a 35-year prison sentence for leaking thousands of classified documents, appears to have joined Twitter this week.', 'In a series of tweets, the prisoner formerly known as Bradley Manning said she will be using a voice phone to dictate her tweets to  communications firm Fitzgibbon Media, which will post them on her behalf.', '""It will be hard, but I don\'t want this Twitter feed to be a one-way street/conversation,"" Manning posted to her nearly 26,000-plus followers.', 'The Fort Leavenworth Disciplinary Barracks in Kansas, where she is serving her sentence, has authorized hormone therapy for her treatment.']","['Manning, currently serving a 35-year prison term for disclosing sensitive information, has reportedly created a Twitter account this week.', 'The former prisoner, who was previously known as Bradley Manning, announced on Twitter that she will be using a voice phone to dictate her tweets to the communications firm Fitzgibbon Media, which will then post them on her behalf.', ""Manning expressed her desire for a mutual conversation on Twitter, emphasizing that she didn't want the feed to be a one-way communication."", 'The disciplinary barracks at Fort Leavenworth in Kansas, where she is currently serving her sentence, has approved hormone therapy as part of her treatment plan.']"
"['(CNN)President Barack Obama tied himself to the mast of a nuclear deal with Iran even before he became the Democratic candidate for president.', 'The framework agreement starts lifting those indispensable sanctions much too soon.', 'International sanctions lifting will begin almost immediately.', 'Obama is right that a diplomatic solution is the most desirable option.']","['President Barack Obama firmly committed himself to pursuing a nuclear agreement with Iran even before he became the Democratic nominee for president.', 'The framework agreement removes the vital sanctions far too early.', 'Lifting of international sanctions will take effect shortly.', 'It is preferable to resolve conflicts through diplomatic means, as former President Obama has pointed out.']"
"['(CNN)Universal\'s ""Furious 7"" continues to build momentum at the Friday box office for a weekend debut in the $135 million-$138 million range, the largest opening in North America since fall 2013.', 'The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend and earned a record-breaking $60 million internationally on Wednesday and Thursday for a possible worldwide debut approaching or crossing $300 million by the end of Easter Sunday.', 'And it will easily beat the $121.9 million launch of ""The Hunger Games Mockingjay — Part 1"" in November 2104, making it the largest three-day opening since ""The Hunger Games: Catching Fire"" ($158 million) in November 2013.']","['Universal\'s ""Furious 7"" is experiencing a surge in ticket sales at the Friday box office, with a projected weekend debut of $135 million to $138 million, the highest opening in North America since the fall of 2013.', 'The latest film starring the late Paul Walker, ""Furious 7,"" is set to open in theaters worldwide this weekend and has already earned a staggering $60 million internationally on Wednesday and Thursday, putting it on track for a possible global debut of over $300 million by the end of Easter Sunday.', 'The new movie will likely outperform the $121.9 million debut of ""The Hunger Games Mockingjay — Part 1"" in November 2014, and could potentially match or even surpass the $158 million opening of ""The Hunger Games']"
"['The NFL legend called out Deion Sanders Jr. on Twitter for saying he only eats ""hood doughnuts.""', '""You\'re a Huxtable with a million $ trust fund.', 'Stop the hood stuff!""', 'He also has gone on record with his love for ""hood doughnuts,"" or confections from ""a place in the hood,"" saying ""if my doughnuts don\'t come in a plain white box, I don\'t want them!""']","['The NFL legend criticized Deion Sanders Jr. on Twitter for admitting to only consuming ""hood doughnuts.""', '""You have a substantial trust fund of one million dollars, just like the Huxtable family.""', '""Desist from wearing hoods!""', 'He has expressed his affinity for traditional, plain doughnuts from local, informal bakeries, insisting that anything more elaborate or packaged in a decorative box is not up to his standards.']"
"['(CNN)According to an outside review by Columbia Journalism School professors, ""(a)n institutional failure at Rolling Stone resulted in a deeply flawed article about a purported gang rape at the University of Virginia.""', 'Lawyers will tell you that a libel suit is one of those things that citizens often threaten each other with on Facebook, but that such cases are rarely actually filed.']","[""According to an external review by Columbia Journalism School professors, Rolling Stone's publication of an article on a purported gang rape at the University of Virginia was marred by significant institutional failures, resulting in a deeply flawed report."", 'Lawyers often observe that individuals may threaten to sue each other for libel on social media platforms like Facebook, but such threats are rarely acted upon in legal proceedings.']"
"['The government of Shibuya ward, one of the capital\'s most famous shopping and trendy entertainment districts, passed ordinance on Wednesday paving the way for ""partnership certificates"" for same-sex couples, allowing them some of the rights of married heterosexual couples.', ""While the certificates will not be issued until later in the summer and are not legally binding, proponents of marriage equality in socially conservative Japan say that the ward's decision is a step in the right direction."", ""While Shibuya's decision does not yet equate to heterosexual marriage, the hope is that the move will be the beginnings of promoting marriage equality for gay communities."", 'A recent poll found that a slight majority at 52.4% oppose gay marriage, but support amongst young adults in their 20s and 30s is as high as 70%.', 'Conservative groups were vocal in their opposition, with one, known as the Network Pushing for Normalization of Education, telling the Japan Times that granting same-sex couples the same rights as all other Japanese citizens would degrade the ""familial system and practice that heterosexual unions have long preserved in human history.""']","['The local government of Shibuya ward, a popular shopping and entertainment district in the capital, enacted an ordinance on Wednesday that grants same-sex couples ""partnership certificates,"" providing them with some of the rights and benefits enjoyed by married heterosexual couples.', ""Supporters of marriage equality in Japan, where societal attitudes can be conservative, view the ward's decision as a positive step forward, even though the certificates will not be issued until later in the summer and are not legally binding."", ""Shibuya's decision is a step towards promoting marriage equality for gay communities, although it does not yet constitute full marriage rights for the LGBTQ+ community."", 'According to a recent survey, while a slim majority of respondents (52.4%) are opposed to gay marriage, an overwhelming majority of young adults in their 20s and 30s (70%) support it.', 'The conservative groups strongly objected, with one organization, the Network for Normalizing Education, claiming to the Japan Times that granting equal rights to same-sex couples would undermine the traditional family structure and practices that have been upheld by heterosexual unions for centuries.']"
"['The company is shutting down the Broken Arrow facility ""out of an abundance of caution"" to search for a possible cause of contamination.', ""It is the third time Blue Bell has taken action in light of a listeria outbreak at a Kansas hospital that served the company's ice cream."", 'Listeria monocytogenes was recently found in a cup of ice cream recovered from the hospital.', 'But they did not appear identical to listeria samples taken from patients infected in the Kansas outbreak.', 'In early March, in light of the Kansas listeria outbreak, Blue Bell recalled a group of products made at a plant in Texas.', 'Five people were infected and three died in the past year in Kansas from listeria that might be linked to Blue Bell Creameries products, according to the CDC.']","['The company is temporarily closing the Broken Arrow facility as a precautionary measure to investigate a potential source of contamination.', ""Blue Bell has taken action for the third time in response to a listeria outbreak at a Kansas hospital that served the company's ice cream."", 'Listeria monocytogenes was recently detected in a sample of hospital-recovered ice cream.', 'The bacteria did not exhibit the same characteristics as Listeria samples obtained from patients who had fallen ill in the Kansas outbreak.', 'Blue Bell recalled certain products produced at their Texas plant in early March, prompted by the listeria outbreak in Kansas.', 'In the past year, five individuals in Kansas were infected with listeria, and three of them tragically lost their lives, according to the Centers for Disease Control and Prevention (CDC), who suspect that the infections may be connected to products from Blue Bell Creameries.']"
"[""Luckily, Japanese can sleep soundly in their beds tonight as the government's top military official earnestly revealed that the country's Air Self Defense Force (ASDF) had never encountered an extraterrestrial unidentified flying object."", ""Responding to a query from flamboyant former wrestler-turned-lawmaker Antonio Inoki, Defense Minister Gen Nakatani told the Diet, Japan's parliament, that his jets had, to date, never come across any UFOs from outer space."", '""When the Air Self Defense Force detects indications of an unidentified flying object that could violate our country\'s airspace, it scrambles fighter jets if necessary and makes visual observation,"" Nakatani said.', 'The maverick politician also traveled to Iraq in 1990 to try to secure the release of Japanese hostages, and has more recently attempted to replicate former NBA star Dennis Rodman\'s ""basketball diplomacy"" by staging a wrestling tournament in North Korea.']","[""Japanese citizens can rest easy tonight, as the government's top military official has assured that the country's Air Self Defense Force (ASDF) has never come across any alien spacecraft."", ""In response to a question from flamboyant former wrestler-turned-lawmaker Antonio Inoki, Defense Minister Gen Nakatani informed the Diet, Japan's parliament, that Japanese jets had not encountered any UFOs from outer space to date."", ""When potential threats to Japan's airspace are detected by the Air Self Defense Force, such as unidentified flying objects, they promptly scramble fighter jets for visual observation if necessary, as stated by Nakatani."", ""The unconventional politician ventured to Iraq in 1990 to negotiate the release of Japanese captives and has since sought to emulate former NBA player Dennis Rodman's 'basketball diplomacy' by organizing a wrestling competition in North Korea.""]"
"['(CNN)Residents of central Sanaa, the Yemeni capital, have learned the hard way that key strategic bombing targets are located in their neighborhoods: Detonating ordnance has been shattering their windows and doors.', 'And fighting has killed hundreds of people in less than two weeks.', ""The Saudi-led coalition smashed parts of Yemen's Defense Ministry Central Command in the capital over the weekend, senior Yemeni officials said."", ""Following the ICRC's call, on Saturday the U.N. Security Council discussed the humanitarian situation at Russia's behest.""]","['Residents in the heart of Sanaa, the capital of Yemen, have painfully discovered that critical military objectives are situated in their midst, causing explosions to shatter their windows and doors.', '""The ongoing fighting has resulted in the loss of hundreds of lives in just under two weeks.""', ""The Saudi-led coalition launched a devastating attack on Yemen's Defense Ministry Central Command in the capital over the weekend, according to senior Yemeni officials."", ""At Russia's request, the United Nations Security Council convened on Saturday to examine the humanitarian situation in light of the International Committee of the Red Cross's (ICRC) recent call.""]"
"['(CNN)Film director David Lynch has confirmed he will no longer direct the revival of ""Twin Peaks"" -- a cult 1990s television show that was set to return in 2016.', 'Lynch also wrote that he had personally called the actors over the weekend to let them know he would no longer be directing.', 'Showtime Network, which will air the nine-episode comeback, released a statement saying they were ""saddened"" by Lynch\'s decision.']","['According to CNN, film director David Lynch has announced that he will no longer be directing the revival of the cult 1990s television show ""Twin Peaks,"" which was previously set to return in 2016.', 'Lynch contacted the actors himself over the weekend to inform them that he would no longer be serving as the director.', 'Showtime Network expressed disappointment in Lynch\'s decision, stating that they were ""saddened"" by her choice.']"
"['(CNN)The FBI has confirmed that one of its most wanted terrorists, the Malaysian bomb maker known as Marwan, was killed in an otherwise disastrous raid in the Philippines in January.', ""Marwan, whose real name is Zulkifli bin Hir, was believed by the FBI to a member of southeast Asian terror group Jemaah Islamiyah's central command."", 'But the FBI now says tests have confirmed that the dead man was the wanted Islamic extremist.', 'The report argued that, although Marwan had aided terror attacks and provided funds and equipment to MILF and Abu Sayyaf, he was not ""the master bomber that his reputation suggested.""', ""READ MORE: Dozens of Philippine police killed in raid on 'high value' bomb makers ."", 'READ MORE: Philippines honors 44 slain commandos with day of mourning .']","['The FBI has confirmed that one of its most sought-after terrorists, a Malaysian bomb maker known as Marwan, was killed during a failed raid in the Philippines in January.', 'According to the FBI, Marwan, whose true name is Zulkifli bin Hir, was suspected of being a key member of the central command of the Southeast Asian terrorist group Jemaah Islamiyah.', 'According to the FBI, recent tests have revealed that the deceased individual was in fact the sought-after Islamic extremist.', ""According to the report, Marwan's involvement in terrorist activities and support for MILF and Abu Sayyaf was not as extensive as previously thought, despite his reputation as a key figure in the bombings."", 'At least dozens of Philippine police officers were killed during a raid on a group of high-value bomb makers.', 'The Philippines is observing a day of mourning to honor the 44 commandos who were killed in a tragic incident.']"
"['(CNN)The presence of a harmful pesticide at a luxury villa in the U.S. Virgin Islands may have resulted in the illness of a Delaware family, the U.S. Environmental Protection Agency said Friday.', 'Paramedics were called last week to a rented villa at the Sirenusa resort in St. John after the family of four fell ill.', '""Our preliminary results do show that there was a presence of methyl bromide in the unit where the family was staying,"" said Elias Rodriguez, an EPA spokesman.', 'Sea Glass Vacations, which acts as a rental agent for several units at Sirenusa, said that the unit directly below the one where the family stayed was recently treated for pests, but that their unit was not treated.', 'The U.S. Department of Justice has initiated a criminal investigation into the matter, according to a U.S. Securities and Exchange Commission filing made Monday by ServiceMaster Global Holdings, the parent company of Terminix.', 'James Maron, an attorney who has been a spokesman for the family, has not responded to requests for comment.']","['According to the U.S. Environmental Protection Agency (EPA), a harmful pesticide was detected at a luxury villa in the U.S. Virgin Islands, which may have caused illness in a Delaware family.', 'Emergency medical technicians were summoned to a vacation rental at the Sirenusa resort in St. John last week after a family of four suffered from illness.', 'According to Elias Rodriguez, a spokesperson for the EPA, preliminary tests have revealed the presence of methyl bromide in the unit where the family was residing.', ""According to Sea Glass Vacations, which manages several units at Sirenusa, the unit directly below the one the family occupied was recently treated for pest control, but the family's unit was not treated."", 'The U.S. Department of Justice has launched a criminal probe into the issue, as revealed in a Securities and Exchange Commission filing made by ServiceMaster Global Holdings, the parent company of Terminix on Monday.', 'James Maron, a lawyer who has served as a spokesperson for the family, has declined to comment on the matter.']"
"[""Now, he's stirring things up again with a series of tweets documenting three traffic stops in seven weeks."", '""Stopped by the cops again wish me luck,"" he posted early Tuesday, along with a photo showing him behind the wheel of a car with what looks like blue police lights in the background.', 'He posted similar photos in February.', 'They get pulled over after Seinfeld goes a bit heavy on the gas.']","['He has recently generated controversy once more with a set of tweets detailing three separate traffic stops that occurred over the course of seven weeks.', '""He shared a photo of himself driving a car with blue police lights in the background, wishing himself luck after being pulled over by the authorities for the second time.""', 'He shared identical images in February.', 'The driver is pulled over after Seinfeld accelerates too aggressively.']"
"[""Hong Kong (CNN)Six people were hurt after an explosion at a controversial chemical plant in China's southeastern Fujian province sparked a huge fire, provincial authorities told state media."", 'The blast occurred at an oil storage facility Monday night after an oil leak, though local media has not reported any toxic chemical spill.', 'Five out of six people were injured by broken glass and have been sent to the hospital for treatment, Xinhua news agency reported.', 'The plant was hit by another explosion in July 2013, although there were no reports of casualties or toxic leaks at the time.', 'Though demonstrations are illegal in China, the construction of PX plants has sparked protests, which have occasionally turned violent, in several cities in recent years.']","[""An explosion at a chemically-controversial plant in China's southeastern Fujian province caused a massive fire, leaving six individuals injured, according to provincial authorities as reported by state media."", 'A blast took place at an oil storage facility on Monday night, following an oil leak, but there has been no report of a toxic chemical spill by local media.', 'According to Xinhua news agency, five out of six individuals sustained injuries from shattered glass and are receiving medical attention at a hospital.', 'The plant suffered another explosion in July 2013, but fortunately, there were no reports of injuries or hazardous leaks at the time.', 'Despite the prohibition of demonstrations in China, the construction of PX plants has triggered protests, sometimes turning violent, in multiple cities in recent years.']"
"['(CNN)The United States Department of Justice has named a new defendant in the war on drugs, and the charges are serious indeed.', 'FedEx.', 'Even if corporations can be held criminally liable, should a courier service like FedEx be held liable for ""possessing"" what bad guys may send through the service?', ""FedEx has a strong argument for dismissal in this case, but even if not, it won't be swapping its logo orange for prison orange anytime soon.""]","['(CNN)The US Department of Justice has identified a new target in its ongoing battle against drugs, and the allegations are severe.', '""A reliable and efficient delivery service provider, known for its fast and secure transportation of packages and documents worldwide.""', 'Should FedEx be held responsible for carrying packages that contain illegal contents, even if the company is not aware of their existence?', ""FedEx has a compelling case for dismissal, but even if it loses, it won't be changing its logo color to prison orange anytime soon.""]"
"['(CNN)Boston native Mark Wahlberg will star in a film about the Boston Marathon bombing and the manhunt that followed, Deadline reported Wednesday.', 'Wahlberg is also a producer of the film.', '""Patriots\' Day"" is the second film related to the Boston bombing to be announced.', 'Fox announced in November that it will be making a film called ""Boston Strong"" about the event.']","['According to Deadline, Boston-born actor Mark Wahlberg is set to star in a movie about the 2013 Boston Marathon bombing and the subsequent manhunt that took place.', 'Wahlberg is also one of the producers of the film.', '""The second film about the Boston bombing to be announced is titled \'Patriots\' Day\'.""', 'Fox revealed in November that it will be producing a movie titled ""Boston Strong"" about the event.']"
"['(CNN)What do we have for the contestant on ""The Price Is Right""?', ""On Thursday's edition of the popular game show, model Manuela Arbelaez accidentally revealed the correct answer to a guessing game for a new Hyundai Sonata."", ""Host Drew Carey couldn't stop laughing."", 'Arbelaez was mortified, attempting to hide behind the display.', 'It\'s been a busy week for ""The Price Is Right.""']","['""What prizes do we have in store for the next contestant on \'The Price Is Right\'?""', ""On Thursday's episode of the well-liked game show, model Manuela Arbelaez inadvertently divulged the correct solution to a guessing game for a brand-new Hyundai Sonata."", 'Drew Carey, the host, was overcome with mirth and struggled to maintain his composure.', 'Arbelaez felt deeply embarrassed and tried to conceal herself behind the display.', 'The Price Is Right has had a hectic week.']"
"['(CNN)Authorities identified and charged a man Monday in connection with the discovery of human remains in a duffel bag in Cambridge, Massachusetts, over the weekend.', ""Carlos Colina, 32, was arraigned on charges of assault and battery causing serious bodily injury and improper disposal of a body, the Middlesex District Attorney's Office said in a statement."", '""Detectives are continuing to analyze evidence and awaiting information from the Office of the Chief Medical Examiner so that we may determine if additional charges are warranted.""', 'After that discovery, police say, a surveillance video led them to an apartment building, where more body parts were discovered in a common area.', 'The remains at both locations belonged to the same victim, identified Monday as Jonathan Camilien, 26.', 'Camilien and Colina knew each other, according to authorities.']","['Authorities have named and charged a man in relation to the discovery of human remains found in a duffel bag in Cambridge, Massachusetts, on Saturday.', ""According to the Middlesex District Attorney's Office, Carlos Colina, aged 32, was formally accused of committing assault and battery resulting in serious injury and improperly disposing of a body."", '""Investigators are diligently reviewing evidence and awaiting findings from the Office of the Chief Medical Examiner to determine if more charges will be filed.""', 'Following the initial discovery, law enforcement officials were guided by a surveillance video to an apartment complex, where they found additional human remains in a shared space.', 'The body parts found at both locations were determined to belong to the same individual, who was identified as Jonathan Camilien, a 26-year-old man, on Monday.', 'According to the authorities, Camilien and Colina were familiar with each other.']"
"['(CNN)For those wondering if we would ever hear from the Bluth family again, the answer would appear to be yes.', '""Arrested Development"" executive producer Brian Grazer said the show will return for a fifth season of 17 episodes.', 'Netflix had no comment for CNN when asked to verify his statements.', 'It was not yet known if the full cast, including Jason Bateman, Michael Cera and Will Arnett, will return for the season.']","['It seems that the Bluth family will indeed be making a comeback, according to recent reports.', 'Brian Grazer, an executive producer of ""Arrested Development,"" announced that the show will be revived for a fifth season consisting of 17 episodes.', ""Netflix declined to comment on the accuracy of CNN's reports regarding their statements."", ""The show's producers were still unsure if all of the main cast members, including Jason Bateman, Michael Cera, and Will Arnett, would be reprising their roles for the upcoming season.""]"
