Original,Paraphrased
"['(Reuters) - A reporter for the conservative website Breitbart News filed a criminal complaint on Friday against Republican presidential election front-runner Donald Trump’s campaign manager, saying he grabbed her arm at a rally with such force that he left bruises.', 'The accusation prompted a flurry of exchanges between Trump’s campaign and Fields.']","[""According to a report by Reuters, a journalist for the conservative news outlet Breitbart News alleged that Donald Trump's campaign manager physically assaulted her at a rally, leaving visible bruises on her arm."", ""The allegation triggered a series of heated exchanges between Trump's campaign and Fields.""]"
"['LIMA (Reuters) - The center-right government of Peru s embattled President Pedro Pablo Kuczynski canceled its scheduled auction of a $2 billion copper project, Michiquillay, on Wednesday amid a growing political crisis, two government sources said.', 'The regional bloc Organization of American States said earlier on Wednesday that it was preparing to send a delegation to Peru, the world s second biggest copper producer, to observe the  political situation  at the request of Kuczynski ahead of a vote in Congress to oust him on Thursday.']","[""Peru's center-right government, led by embattled President Pedro Pablo Kuczynski, abruptly canceled the auction of a $2 billion copper project, Michiquillay, on Wednesday as a political crisis intensified, according to two government sources."", 'The Organization of American States is planning to send a delegation to Peru at the request of President Kuczynski to observe the political situation ahead of a Congressional vote to remove him from office on Thursday.']"
"['WASHINGTON (Reuters) - The FBI plans to hand over some of its notes from its interview with U.S. Democratic presidential candidate Hillary Clinton regarding her use of private email while secretary of state to news outlets that requested them, CNN reported on Tuesday.', 'In addition to the notes, CNN said the FBI will give the news outlets the roughly 30-page report it sent to the U.S. Department of Justice last month when it recommended against pursuing criminal charges against Clinton, who is vying for the White House in the Nov. 8 U.S. election.']","['The FBI is set to provide some of its records from its conversation with Democratic presidential candidate Hillary Clinton about her use of private email while serving as secretary of state to media outlets that have requested them, according to CNN.', 'The FBI will provide news outlets with a 30-page report it sent to the Justice Department last month, in which it recommended against pursuing criminal charges against Hillary Clinton, who is running for president in the November 8 election.']"
"['YOU RE THE ONE WHO SAYS I M DYING?', 'In return, he remarked with a smile:  Aargh, so you are the man who has been reporting that I am dying?']","['YOU ARE THE ONE WHO IS SAYING I AM DYING?', 'He responded with a smile, ""Ah, so you\'re the one who\'s been saying I\'m on my deathbed?""']"
"['SEOUL (Reuters) - Ten North Koreans, including a four-year-old child, have been detained in China, where they face being deported back to the North, two sources with direct knowledge of the situation told Reuters.', 'South Korean foreign ministry spokesman Roh Kyu-deok said Seoul was  closely monitoring  the latest case of the 10 North Koreans in China.']","['According to Reuters, Chinese authorities have detained ten North Koreans, including a young child aged four, and are considering deporting them back to North Korea.', 'Seoul is carefully observing the recent situation involving ten North Koreans in China.']"
"['WASHINGTON (Reuters) - Top aides to President Donald Trump demurred on Sunday over where U.S. policy on Syria was headed after last week’s retaliatory missile strike, leaving open questions about whether removing Syrian leader Bashar al-Assad from power was now one of Trump’s goals.', 'Trump ordered the missile strikes on the Syrian air base after blaming Assad for the chemical weapons attack, which killed at least 70 people, many of them children, in the Syrian town of Khan Sheikhoun.']","[""Trump's top advisors declined to clarify the direction of US policy on Syria following last week's missile strike, leaving uncertainty about whether ousting President Bashar al-Assad is now a goal of the administration."", 'Trump authorized the launch of missile strikes on the Syrian air base in response to the chemical weapons attack that killed at least 70 people, including numerous children, in the town of Khan Sheikhoun, and he held Assad responsible for the attack.']"
"['WASHINGTON (Reuters) - President Barack Obama said on Friday that globalization is a fact that “we’re not going to be able to build a wall around” but that it was important to work to shape the process so that it benefits not just big companies but small firms as well.', 'The U.S. leader, speaking at a news conference with Mexican President Enrique Pena Nieto, said the Trans Pacific Partnership trade deal currently being worked on has taken into account some of the weaknesses and criticisms of the North American Free Trade Agreement and sought to address those.']","[""President Barack Obama acknowledged on Friday that globalization is an inevitable reality, stating that it's impossible to isolate ourselves from the global economy. However, he emphasized the importance of shaping this process to ensure that it benefits not just large corporations, but also small businesses and the wider community."", 'The U.S. leader, addressing a joint news conference with Mexican President Enrique Pena Nieto, asserted that the ongoing Trans Pacific Partnership trade agreement has considered and addressed several shortcomings and criticisms of the North American Free Trade Agreement.']"
"['LONDON (Reuters) - Britain s Brexit minister David Davis said on Tuesday that reaching a deal with the European Union was the most likely outcome of talks, but added that the British government was prepared for no agreement with the bloc.', 'I don t think it would be in the interest for either side for there to be no deal.']","[""According to Britain's Brexit minister David Davis, the most probable outcome of the negotiations with the European Union is a mutually beneficial agreement, but the British government is also prepared for the possibility of no deal with the bloc."", 'Neither side would benefit from the absence of a deal.']"
"['WASHINGTON (Reuters) - Republican presidential candidate Chris Christie has dismissed him as a puppet and former mentor Jeb Bush called him not fit to serve as up-and-coming Republican Marco Rubio becomes the man to beat in next week’s New Hampshire primary.', 'On Wednesday he took out a full-page ad in a leading New Hampshire newspaper, the Union-Leader, attacking Rubio as not ready to serve as commander in chief.']","[""According to Reuters, Republican presidential candidate Chris Christie has dismissed his former mentor Jeb Bush as a puppet, while Bush has called Rubio unfit to serve, as Rubio gains momentum in next week's New Hampshire primary."", ""He launched a scathing attack on Rubio in a full-page advertisement in the Union-Leader, a prominent New Hampshire newspaper, questioning the senator's fitness to serve as commander in chief.""]"
"['Steve Mnuchin and Wilbur Ross are being considered for Treasury and Commerce.', 'Icahn, a close ally of Trump who was often praised by the Republican during the presidential campaign for his business acumen, also tweeted that both Mnuchin and Ross were friends and “two of the smartest people I know.” Mnuchin, a former Goldman Sachs partner and Trump’s campaign finance manager, has been considered a front-runner for the Treasury post for much of the past week since Trump’s stunning election victory.']","['Steve Mnuchin and Wilbur Ross are under consideration for the positions of Treasury Secretary and Commerce Secretary, respectively.', ""Icahn, a trusted advisor of Trump and frequent praiser of his business prowess during the presidential campaign, also tweeted that both Mnuchin and Ross were close friends and highly intelligent individuals. Mnuchin, a former Goldman Sachs partner and Trump's campaign finance manager, has been a top contender for the Treasury position for much of the past week since Trump's surprise election victory.""]"
"['ABUJA (Reuters) - The minister for Nigeria s oil-producing Delta region said on Monday the government was ready to meet militants days after they called off a year-long ceasefire.', 'If the Avengers wants to meet with us, we are ready to meet with them ... We are at all times ready to engage them and other groups and stakeholders,  Usani told reporters at the presidential villa in Abuja.']","['The Nigerian government is prepared to engage with militants in the oil-rich Delta region following their decision to end a year-long ceasefire, according to the minister responsible for the area.', 'If the Avengers desire to meet with us, we are always prepared to engage with them and other relevant parties, as stated by Usani to reporters at the presidential villa in Abuja.']"
"['WASHINGTON (Reuters) - U.S. President Donald Trump’s son-in-law and close adviser, Jared Kushner, had at least three previously undisclosed contacts with the Russian ambassador to the United States during and after the 2016 presidential campaign, seven current and former U.S. officials told Reuters.', 'Before the election, Kislyak’s undisclosed discussions with Kushner and Flynn\xa0focused on fighting terrorism and improving U.S.-Russian economic relations, six of the sources said.']","[""According to seven current and former U.S. officials, Jared Kushner, President Donald Trump's son-in-law and trusted advisor, had at least three previously undisclosed interactions with the Russian ambassador to the United States during and after the 2016 presidential campaign."", 'According to six sources, Kislyak held private talks with Kushner and Flynn before the election that focused on strategies to combat terrorism and enhance economic ties between the US and Russia.']"
"['OTTAWA (Reuters) - Canada will impose targeted sanctions against 40 Venezuelan senior officials, including President Nicol s Maduro, to punish them for  anti-democratic behavior,  the foreign ministry said on Friday.', 'The United States imposed sanctions on Maduro in late July and has also targeted around 30 other officials.']","[""Canada will levy targeted sanctions against 40 high-ranking Venezuelan officials, including President Nicolás Maduro, as a means of punishing them for their undemocratic actions, according to the Canadian foreign ministry's statement on Friday."", 'The US government imposed economic sanctions on President Maduro in late July, and also targeted around 30 other high-ranking officials.']"
"['WASHINGTON (Reuters) - President Barack Obama will speak with European leaders about the Syrian refugee crisis, Russia and Ukraine, and the aftermath of Britain’s decision to pull out of the EU during the NATO summit on Friday, the White House said.', 'Speaking with reporters aboard Air Force One on Thursday en route to the summit in Warsaw, White House spokesman Josh Earnest also said Obama and Russian President Vladimir Putin did not reach any agreement for new cooperation in Syria during a phone call they held on Wednesday.']","['President Barack Obama is expected to discuss the ongoing Syrian refugee crisis, as well as the conflicts in Russia and Ukraine, with European leaders during the upcoming NATO summit on Friday, according to the White House.', 'During a conversation with reporters on Air Force One, White House spokesperson Josh Earnest revealed that there was no agreement reached between President Obama and Russian President Vladimir Putin regarding new cooperation in Syria during their phone call on Wednesday.']"
"['ANKARA (Reuters) - Turkey is investigating reports that 11 Turkish folk dancers applied for asylum after attending a folk dance festival in the Hungarian capital Budapest, state-run news agency Anadolu said.', 'It was not clear where the remaining dancers may have sought asylum.']","['Turkey is looking into claims that 11 Turkish folk dancers sought refugee status after participating in a folk dance festival in Budapest, Hungary, according to a report by the state-run Anadolu news agency.', ""The dancers' whereabouts after the performance were uncertain.""]"
"['Ambassador to the United Nations Nikki Haley said on Friday she did not want to take the job of Secretary of State Rex Tillerson, whose tenure has been dogged by rumors of rifts with President Donald Trump.', 'The focus is, I really want to do a good job now in what I’m doing.” “We have a secretary of state.']","['Nikki Haley, the Ambassador to the United Nations, dismissed the idea of taking over as Secretary of State, a position currently held by Rex Tillerson, whose time in office has been marked by speculation about tensions with President Donald Trump.', '""My primary objective at present is to excel in my current responsibilities.""']"
"['WASHINGTON (Reuters) - A federal grand jury in Washington on Friday approved the first charges in the investigation led by special counsel Robert Mueller into alleged Russian meddling in the 2016 U.S. presidential election, a source briefed on the matter told Reuters.', 'The filing of the sealed charges was first reported by CNN.']","['According to a source familiar with the matter, a federal grand jury in Washington on Friday approved the first set of charges in the investigation led by special counsel Robert Mueller into alleged Russian interference in the 2016 U.S. presidential election.', 'CNN was the first to report on the filing of the sealed charges.']"
"['Trump has portrayed himself as the “law-and-order” candidate.', 'In Washington, White House spokesman John Earnest pointed to what he said was a contradiction in Trump’s remarks.']","['Trump has presented himself as the champion of strict adherence to the law.', ""White House spokesman John Earnest highlighted a perceived inconsistency in President Trump's statements.""]"
"['(Reuters) - The communications director for U.S. Senate candidate Roy Moore has resigned amid the Alabama Republican’s efforts to combat allegations of sexual misconduct that have roiled his campaign.', '“As we all know, campaigns make changes throughout the duration of the campaign,” campaign Chairman Bill Armistead said in a statement on Wednesday.']","[""The communications director for Roy Moore's U.S. Senate campaign has stepped down as Moore faces allegations of sexual misconduct and struggles to maintain his candidacy."", '""According to Campaign Chairman Bill Armistead, campaigns are subject to changes throughout their duration, as stated in his Wednesday statement.""']"
"['HAVANA (Reuters) - The United States  decision to reduce staff at its Havana embassy was hasty and will affect bilateral relations, Cuba s Foreign Ministry chief for U.S. Affairs Josefina Vidal said on Friday.', 'We consider the decision announced today by the U.S. government through the State Department is hasty and will affect bilateral relations,  Vidal said in a briefing broadcast on state-run television during the midday news show.']","[""According to Cuba's Foreign Ministry chief for U.S. Affairs Josefina Vidal, the United States' hasty decision to downsize its diplomatic staff in Havana will have a negative impact on bilateral relations between the two countries."", ""According to Vidal, the U.S. government's hasty decision announced today through the State Department will have a negative impact on bilateral relations, as stated during a briefing broadcast on state-run television during the midday news show.""]"
"['WASHINGTON (Reuters) - Congressional Republicans on Friday unveiled the final version of their dramatic U.S. tax overhaul - debt-financed cuts for businesses, the wealthy and some middle-class Americans - and picked up crucial support from two wavering senators ahead of planned votes by lawmakers early next week.', 'It would cut the corporate income tax rate to 21 percent from 35 percent, according to a summary distributed to reporters by congressional tax writers.']","['Congressional Republicans revealed the final version of their sweeping tax overhaul on Friday, which includes debt-financed cuts for businesses, the wealthy, and some middle-class Americans. The plan picked up key support from two undecided senators ahead of scheduled votes next week.', 'The proposed tax plan would reduce the corporate income tax rate from 35% to 21%, as outlined in a document provided to journalists by lawmakers responsible for crafting the tax legislation.']"
"['PARIS (Reuters) - From text messages at 2 a.m. to clockwork meetings and tight deadlines, 39-year-old Emmanuel Macron is shaking up how the French presidency is run, raising the tempo and stretching the limits of the largely youthful team around him.', 'The area where Macron s high-tempo agenda is proving less successful so far is euro zone financial reform.']","[""Under Macron's leadership, the French presidency is experiencing a significant shift in its operational style, with a faster-paced and more demanding approach that is pushing the limits of his young team."", ""Macron's ambitious agenda has encountered difficulties in the area of euro zone financial reform, where progress has been slower than expected.""]"
"['WASHINGTON (Reuters) - President Barack Obama on Sunday said Americans would stand united and “not give in to fear or turn against each other” in the wake of a nightclub shooting in Orlando, Florida, that killed 50 people.', 'We will not give in to fear or turn against each other.']","['President Barack Obama emphasized on Sunday that the American people would stand together and resist the temptation to give in to fear or turn against each other in the aftermath of the tragic nightclub shooting in Orlando, Florida, which claimed the lives of 50 innocent individuals.', 'We will stand firm against fear and solidify our unity.']"
"['CAIRO (Reuters) - Amnesty International urged Egyptian authorities on Tuesday to release 24 Nubian activists detained last week on charges of protesting without permission as they rallied for resettlement on the banks of the Nile river.', 'Egyptian authorities have long since marginalized Nubians, ignoring their demands to return to their historical lands and treating Nubian activism as suspicious on security grounds,  Amnesty International s North Africa Campaigns Director Najia Bounaim said in a statement.']","['Amnesty International has called on Egyptian authorities to immediately release the 24 Nubian activists who were detained last week for protesting without permission as they demanded resettlement in areas along the Nile river.', ""According to Amnesty International's North Africa Campaigns Director Najia Bounaim, the Egyptian authorities have historically sidelined Nubians, dismissing their requests to return to their ancestral lands and viewing Nubian activism as a threat to national security.""]"
"['TOKYO (Reuters) - Japanese Prime Minister Shinzo Abe urged North Korea on Monday to refrain from taking further provocative actions, comply with U.N. resolutions and abandon its nuclear missile development.', 'He also said the government was considering measures to respond to contingencies stemming from a potential crisis on the Korean peninsula, including floods of refugees and how to evacuate Japanese citizens from South Korea.']","['Japanese Prime Minister Shinzo Abe called on North Korea to avoid engaging in any further aggressive behavior, comply with United Nations resolutions, and give up its development of nuclear missiles.', 'He additionally mentioned that the government was exploring contingency plans to address possible consequences of a crisis on the Korean peninsula, such as an influx of refugees and the evacuation of Japanese citizens from South Korea.']"
"['WASHINGTON (Reuters) - Washington State Attorney General Bob Ferguson said on Sunday he will depose Trump administration officials to uncover “what truly motivated” President Donald Trump’s executive order on immigration if the case he brought against it goes to trial.', 'Documents and emails authored by administration officials may contain evidence that the order was an unconstitutional attempt to ban Muslims from entering the United States, and Ferguson will use “every tool” at his disposal to bring those to light, he told ABC’s “This Week.”']","[""Washington State Attorney General Bob Ferguson plans to question Trump administration officials under oath to uncover the real reasons behind President Donald Trump's controversial immigration order if the case goes to trial."", 'According to Ferguson, documents and emails written by administration officials may reveal that the order was an unconstitutional attempt to ban Muslims from entering the US, and he will use all available resources to uncover this information.']"
"['BHUBANESWAR, India (Reuters) - Flames swept through an illegal firecracker workshop in the eastern Indian state of Odisha on Wednesday, killing at least six people, police said.', 'Local television channels showed fire and smoke billowing out of the workshop in a cottage in Bahabalpur village, about 200 km (120 miles) from state capital Bhubaneswar.']","['At least six people lost their lives when a fire engulfed an unauthorized fireworks factory in the eastern Indian state of Odisha on Wednesday, according to police reports.', 'Television channels broadcast footage of flames and smoke pouring out of a workshop in Bahabalpur village, located approximately 200 kilometers (120 miles) from the state capital Bhubaneswar.']"
"['WASHINGTON (Reuters) - A Kurdish referendum for independence has decreased focus on fighting Islamic State militants in Iraq, a spokesman for the U.S.-led coalition fighting the militant group said.', 'The focus which used to be like a laser beam on ISIS is now not 100 percent there, so there has been an effect on the overall mission to defeat ISIS in Iraq as a result of the referendum,  said coalition spokesman Colonel Ryan Dillon, using an acronym for Islamic State.']","['According to a spokesman for the U.S.-led coalition fighting Islamic State militants, the recent Kurdish referendum on independence has diverted attention away from the ongoing battle against the extremist group in Iraq.', ""The coalition's concentration on defeating ISIS in Iraq has been diluted due to the referendum, as stated by Colonel Ryan Dillon, resulting in a less than 100% focus on the overall mission to defeat the terrorist group.""]"
"['(Reuters) - U.S. President-elect Donald Trump said on Thursday he would nominate retired Marine Corps General James Mattis for defense secretary, the latest of about a dozen picks he has announced for high-level positions since winning the Nov. 8 presidential election.', 'Below are people mentioned as contenders for senior roles as Trump works to form his administration before taking office on Jan. 20, according to Reuters sources and media reports.']","['According to Reuters, President-elect Donald Trump announced on Thursday that he intends to nominate retired Marine Corps General James Mattis as his defense secretary, marking the latest in a series of high-level appointments he has made since winning the November 8 election.', ""According to Reuters sources and media reports, several individuals are being considered for senior positions in Trump's administration, which he is expected to fill before taking office on January 20th.""]"
"['WASHINGTON (Reuters) - U.S. Republican Senator Marco Rubio on Monday said he will vote to back President Donald Trump’s nominee for secretary of state, Rex Tillerson, despite the former Exxon Mobil Corp CEO’s “troubling” responses before lawmakers regarding Russia.', '“Despite my reservations, I will support Mr. Tillerson’s nomination in committee and in the full Senate,” Rubio said in a statement posted on Facebook ahead of the Senate Foreign Relations Committee’s vote on Tillerson later on Monday.']","[""U.S. Senator Marco Rubio (R-FL) announced on Monday that he will support President Donald Trump's nominee for secretary of state, Rex Tillerson, despite having reservations about Tillerson's previous responses to lawmakers regarding Russia."", ""Rubio announced on Facebook that he would back Mr. Tillerson's nomination in committee and in the full Senate, despite having some reservations, before the Senate Foreign Relations Committee's vote on Monday.""]"
"['AMSTERDAM (Reuters) - A Dutchman wielding a knife was shot by military police on Friday at Amsterdam s Schiphol Airport and taken into custody, an official said.', 'The man had made threats with a knife and was shot at the central plaza of Schiphol airport, an area with shops and restaurants, spokesman Stan Verberkt said.']","[""A man wielding a knife was shot and apprehended by military police at Amsterdam's Schiphol Airport on Friday, according to an official statement."", 'According to spokesman Stan Verberkt, a man had made threatening gestures with a knife at the central plaza of Schiphol airport, which is home to various shops and eateries, before being shot.']"
"['GUATEMALA CITY (Reuters) - The Guatemalan unit of telecommunications firm Telefonica SA suspended its customer service operations and closed its shops over the weekend after three of its employees were shot to death in the Central American nation.', 'Movistar has 4 million clients in Guatemala.']","[""Telefonica SA's Guatemalan division suspended its customer service operations and closed its retail locations over the weekend after three of its employees were killed in Central America."", 'Movistar serves approximately 4 million customers in Guatemala.']"
"['GENEVA/BEIRUT (Reuters) - Syria s government delegation quit U.N.-led peace talks in Geneva on Friday and said it would not return next week unless the opposition withdrew a statement demanding President Bashar al-Assad play no role in any interim post-war government.', 'Pressed whether the government delegation would return to Geneva next week, Ja afari replied:  Damascus will decide.']","['The Syrian government delegation walked out of UN-mediated peace talks in Geneva on Friday and declared that they would not return next week unless the opposition retracted their statement calling for President Bashar al-Assad to have no role in any future interim government.', 'Ja afari responded that the decision to return to Geneva next week would be made by Damascus.']"
"['Fed officials already say their plan to gradually increase interest rates may need to be accelerated to accommodate the new administration’s economic proposals, which could push inflation higher.', 'Yet for the Fed, Trump’s victory brings a new and possibly unnerving sort of uncertainty.']","[""Fed officials may need to speed up their plan to raise interest rates in response to the new administration's economic policies, which could lead to higher inflation."", ""The Federal Reserve faces a novel and potentially disquieting level of uncertainty in the wake of Trump's victory.""]"
"['CHICAGO (Reuters) - Illinois’ long-running budget impasse stung the state on Thursday in the U.S. municipal market where buyers of its $550 million bond issue demanded bigger yields over the market benchmark.', 'It was also wider than the 154 basis-point spread in 10 years for Illinois’ $480 million GO bond sale in January.']","[""Illinois' ongoing budget stalemate had a negative impact on the state's bond market on Thursday, as investors demanded higher yields on the state's $550 million bond issue compared to the benchmark market rate."", ""The bond sale in January for Illinois' $480 million GO bonds had a wider spread of 154 basis points compared to the previous sale.""]"
"['WASHINGTON (Reuters) - President Barack Obama will host Italian Prime Minister Matteo Renzi for an official visit on Oct. 18, the White House said on Monday.', 'Renzi and his wife, Agnese Landini, will be guests at a state dinner on the evening of the visit, Earnest said.']","['President Barack Obama will welcome Italian Prime Minister Matteo Renzi to the White House on October 18th, according to a statement released by the White House on Monday.', 'According to Earnest, Renzi and his wife Agnese Landini will be honored guests at a formal dinner hosted by the state during their visit.']"
"['DHAKA,  (Reuters) - Bangladesh and Myanmar agreed on Monday to set up a  joint working group  on the repatriation of Rohingya Muslim refugee who have fled to Bangladesh, Foreign Minister Abul Hassan Mahmood Ali told reporters after talks with a Myanmar official.', 'More than half a million Rohingya refugees from Myanmar have fled to neighboring Bangladesh since late August, to escape what the United Nations has branded ethnic cleansing by Myanmar s military.']","['DHAKA - Bangladesh and Myanmar have agreed to establish a joint committee to oversee the return of Rohingya Muslim refugees who have fled to Bangladesh, according to Foreign Minister Abul Hassan Mahmood Ali.', ""Over 500,000 Rohingya refugees from Myanmar have sought refuge in Bangladesh since late August, fleeing a campaign of ethnic cleansing perpetrated by Myanmar's military, as deemed by the United Nations.""]"
"['WASHINGTON (Reuters) - U.S. House Speaker Paul Ryan invited Indian Prime Minister Narendra Modi on Thursday to address a joint meeting of Congress when he visits Washington in June, an unusual show of warmth for a foreign leader.', 'Opportunities to address the House and Senate are considered a great honor.']","['House Speaker Paul Ryan extended a rare invitation to Indian Prime Minister Narendra Modi to address a joint session of Congress during his upcoming visit to Washington in June, demonstrating a notable display of warmth towards a foreign leader.', 'Speaking before the House and Senate is considered a prestigious privilege.']"
"['But widespread anger over the crackdown on the referendum, declared illegal by Madrid, now makes any such strategy politically risky, given it would be unlikely to sustain broad support from independence supporters and from within Puigdemont s own ruling coalition in the Catalan parliament.', 'As a condition, it forced out Artur Mas as Catalan leader for Puigdemont due to the lack of progress toward independence since the 2014 vote.']","[""The recent crackdown on the referendum by Madrid has sparked widespread anger, making it politically risky for any strategy that relies on broad support from independence supporters and within Puigdemont's ruling coalition in the Catalan parliament."", 'The condition led to the ousting of Artur Mas as Catalan leader in favor of Puigdemont due to the lack of progress toward independence since the 2014 referendum.']"
"['WASHINGTON (Reuters) - The Republican Party’s Senate campaign wing has severed its fundraising deal with Alabama Republican Senate nominee Roy Moore, Politico reported on Friday, a day after allegations emerged that he initiated a sexual encounter with a 14-year-old girl when he was 32.', 'Politico said Federal Election Commission paperwork filed on Friday showed the National Republican Senatorial Committee was no longer listed as part of a joint fundraising committee with the campaign of Moore, who is now 70, or the Alabama Republican Party and the Republican National Committee.']","[""The Republican Party's Senate campaign arm has ended its fundraising partnership with Alabama Republican Senate candidate Roy Moore, according to Politico, after allegations emerged that he engaged in a sexual encounter with a 14-year-old girl when he was 32 years old."", 'According to Politico, the National Republican Senatorial Committee is no longer participating in a joint fundraising committee with the campaign of Roy Moore, who is now 70, or the Alabama Republican Party and the Republican National Committee, as indicated in FEC paperwork filed on Friday.']"
"['NEW YORK (Reuters) - Democrats beat Republicans in U.S. television ratings, according to Nielsen data released on Tuesday for the first night of the Democratic National Convention.', 'All in all, some 23 million Americans watched the first night of the Republican convention last week - in line with the audience for the 2012 gathering.']","['Democrats outperformed Republicans in television ratings during the first night of the Democratic National Convention, as reported by Nielsen data released on Tuesday.', 'In total, approximately 23 million Americans tuned in to the initial night of the Republican convention last week, which is comparable to the viewership of the 2012 event.']"
"['WASHINGTON (Reuters) - The United States is closely watching the situation in Saudi Arabia amid reported asset agreements between Saudi authorities and some detainees in an anti-corruption crackdown, U.S. Treasury Secretary Steven Mnuchin said on Friday.', 'Asked about the agreements to hand over wealth for detainees  freedom, Mnuchin told CNBC  I think that the Crown Prince (Mohammed bin Salman) is doing a great job at transforming the country,  adding that the United States was  obviously monitoring the situation.']","['The US is closely monitoring the situation in Saudi Arabia as reports suggest that Saudi authorities have reached asset agreements with some detainees in an ongoing anti-corruption crackdown, according to US Treasury Secretary Steven Mnuchin.', 'Mnuchin praised Crown Prince Mohammed bin Salman for his efforts to modernize Saudi Arabia, noting that the US is closely following the situation.']"
"['ROME (Reuters) - Italian magistrates are investigating whether a Treasury official sold confidential government information to her previous employers, Ernst & Young, two judicial sources involved in the case said on Wednesday.', 'Neither Ernst & Young s Italian office, nor lawyers representing the company, responded to requests for comment.']","['Italian prosecutors are looking into allegations that a senior government official leaked confidential information to her former employers at Ernst & Young, according to two sources familiar with the investigation.', ""Neither Ernst & Young's Italian office nor the lawyers representing the company responded to requests for comment.""]"
"['MADRID (Reuters) - The Spanish government on Friday passed measures to increase control over how Catalonia spends its money in an effort to stop the regional administration from using state cash to pay for an illegal independence referendum.', 'The wealthy northeastern region launched its official campaign for an independence referendum on Thursday in defiance of Madrid, which has declared the process illegal, and the Constitutional Court, which has suspended the vote.']","[""The Spanish government on Friday implemented new controls to regulate Catalonia's financial expenditures, with the aim of preventing the regional administration from using state funds to finance an unauthorized independence referendum."", ""The affluent northeastern region commenced its formal campaign for a self-determination referendum on Thursday, despite Madrid's disapproval and the Constitutional Court's suspension of the vote.""]"
"['Over lunch in the Swedish city of Gothenburg on Friday, they discussed and gave political support to a European Commission proposal to create a European Education Area, in which the EU could help promote studies across its various nations.', 'Education is key, because it is education that ...helps us... develop a European identity,  Commissioner for Education Tibor Navracsics said.']","['During their Friday lunch in Gothenburg, Sweden, they explored and endorsed a European Commission plan to establish a European Education Area, where the EU could facilitate cross-national educational exchanges and promote academic studies.', 'Education is crucial, as it empowers us to cultivate a shared European identity, according to Commissioner for Education Tibor Navracsics.']"
"['BEIRUT (Reuters) - Syrian troops seized a suburb of the eastern city of Deir al-Zor on Sunday, tightening the noose around Islamic State, a Syrian military source said.', 'Russia s RIA news agency cited an unnamed source as saying the Syrian army had cut Islamic State s main supply line in Deir al-Zor city.']","['Syrian government forces captured a neighborhood in the eastern city of Deir al-Zor on Sunday, further compressing the territorial control of the Islamic State group in the area, according to a military source.', ""According to an unnamed source cited by Russia's RIA news agency, the Syrian army has successfully severed the Islamic State's primary supply line within Deir al-Zor city.""]"
"['WASHINGTON/WEST PAlM BEACH, Fla. (Reuters) - Democrat Hillary Clinton’s campaign will take part in a recount of Wisconsin votes in the U.S. presidential race, an effort Republican winner Donald Trump called “ridiculous” on Saturday.', 'Marc Elias, the Clinton campaign counsel, said the campaign would take part in the recount in Wisconsin as well as in the other battleground states of Pennsylvania and Michigan if recounts were mounted there.']","['Hillary Clinton\'s Democratic campaign will participate in a recount of Wisconsin votes in the US presidential election, a move that Donald Trump, the Republican winner, dismissed as ""absurd"" on Saturday.', ""Marc Elias, the Clinton campaign's legal adviser, announced that the campaign would participate in recounts in Wisconsin, Pennsylvania, and Michigan if those states' electors initiated the process.""]"
"['WASHINGTON (Reuters) - U.S. President Donald Trump is likely to nominate former Senate aide Hester Peirce to an open seat on the Securities and Exchange Commission, Bloomberg News reported on Friday, citing unnamed people familiar with the matter.', 'Peirce is no stranger to the SEC.']","['According to Bloomberg News, President Trump is expected to appoint Hester Peirce, a former Senate aide, to a vacant seat on the Securities and Exchange Commission, based on information from unnamed sources familiar with the matter.', 'Peirce has prior experience in the SEC.']"
"['DUBLIN (Reuters) - Non-EU Norway called on Brussels and London on Wednesday to ensure that Brexit does not disrupt its trade relations once Britain leaves the European Union.', 'Norway is concerned, among other things, about the fate of Norwegians living in Britain after Brexit; fisheries policy; what kind of terms would be given to Britain after Brexit and whether Britain would get preferential treatment over Norway.']","[""Norway urged Brussels and London to maintain stable trade relations with Norway after Britain's exit from the European Union, to avoid any potential disruptions caused by Brexit."", 'Norway is worried about the future of Norwegian citizens residing in the UK, as well as the potential impact of Brexit on fisheries policy and the terms of any post-Brexit agreement with the UK, including whether Britain would receive preferential treatment over Norway.']"
"['WASHINGTON (Reuters) - The top Democrat in the U.S. Senate predicted on Monday that Republicans would fall short of their stated goal of repealing former Democratic President Barack Obama’s signature healthcare law.', '“The odds are very high we will keep ACA,” Senate Minority Leader Chuck Schumer told reporters at a news conference, referring to the Affordable Care Act, which is commonly known as Obamacare.']","['According to the top Democrat in the U.S. Senate, Republicans are likely to fall short of their aim to completely repeal the landmark healthcare law passed under former Democratic President Barack Obama.', 'Senate Minority Leader Chuck Schumer expressed strong confidence that the Affordable Care Act (ACA), commonly referred to as Obamacare, will remain in effect, during a news conference with reporters.']"
